Timestamp,Pelvis_position_x,Pelvis_position_y,Pelvis_position_z,Pelvis_extension,Pelvis_lateral_flexion_rotation,Pelvis_axial_rotation,LeftUpperLeg_position_x,LeftUpperLeg_position_y,LeftUpperLeg_position_z,LeftHip_flexion,LeftHip_adduction,LeftHip_external_rotation,LeftLowerLeg_position_x,LeftLowerLeg_position_y,LeftLowerLeg_position_z,LeftKnee_flexion,LeftKnee_adduction,LeftKnee_external_rotation,LeftFoot_position_x,LeftFoot_position_y,LeftFoot_position_z,LeftAnkle_dorsiflexion,LeftAnkle_inversion,LeftAnkle_internal_rotation,RightUpperLeg_position_x,RightUpperLeg_position_y,RightUpperLeg_position_z,RightHip_flexion,RightHip_adduction,RightHip_external_rotation,RightLowerLeg_position_x,RightLowerLeg_position_y,RightLowerLeg_position_z,RightKnee_flexion,RightKnee_adduction,RightKnee_external_rotation,RightFoot_position_x,RightFoot_position_y,RightFoot_position_z,RightAnkle_dorsiflexion,RightAnkle_inversion,RightAnkle_internal_rotation,Chest_position_x,Chest_position_y,Chest_position_z,Thorax_extension,Thorax_lateral_flexion_rotation,Thorax_axial_rotation,LeftShoulder_position_x,LeftShoulder_position_y,LeftShoulder_position_z,LeftScapula_protraction,LeftScapula_medial_rotation,LeftScapula_posterior_tilt,LeftUpperArm_position_x,LeftUpperArm_position_y,LeftUpperArm_position_z,LeftShoulder_flexion,LeftShoulder_abduction,LeftShoulder_external_rotation,LeftForeArm_position_x,LeftForeArm_position_y,LeftForeArm_position_z,LeftElbow_flexion,LeftElbow_abduction,LeftElbow_pronation,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftWrist_flexion,LeftWrist_abduction,LeftWrist_pronation,Head_position_x,Head_position_y,Head_position_z,Neck_flexion,Neck_left-ward_tilt,Neck_right-ward_rotation,RightShoulder_position_x,RightShoulder_position_y,RightShoulder_position_z,RightScapula_protraction,RightScapula_medial_rotation,RightScapula_posterior_tilt,RightUpperArm_position_x,RightUpperArm_position_y,RightUpperArm_position_z,RightShoulder_flexion,RightShoulder_abduction,RightShoulder_external_rotation,RightForeArm_position_x,RightForeArm_position_y,RightForeArm_position_z,RightElbow_flexion,RightElbow_abduction,RightElbow_pronation,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightWrist_flexion,RightWrist_abduction,RightWrist_pronation
3590,-0.2165019,0.9161583,-0.04873626,-1.982384,2.317039,-13.17463,-0.2989946,0.690717,-0.0239695,7.298933,-2.459025,1.918977,-0.2505779,0.3069664,-0.05003728,-23.9624,-0.002076378,0,-0.2310372,0.02827501,-0.07833526,17.01694,-7.097857,-10.13636,-0.1141023,0.7186359,0.092002,32.90976,12.95196,6.988085,-0.06764387,0.3685849,0.1896914,-40.78235,0.2416862,-0.6495153,-0.02914692,0.07615912,0.1793323,-23.94916,1.795063,-25.61063,-0.2258764,1.220976,-0.07560367,7.294605,2.041673,-12.26366,-0.3124292,1.337359,-0.1635358,-11.20397,2.507158,14.49202,-0.42242,1.208672,-0.1548751,-13.88918,12.57339,10.1353,-0.4637296,0.9635932,-0.1725052,12.42772,-6.084729,-8.201835,-0.5110754,0.7455462,-0.1733851,-22.07098,-17.70776,-7.390297,-0.2352745,1.528103,-0.09691279,-7.403693,-5.336263,14.59493,-0.1325217,1.358984,-0.1232865,20.27745,3.449567,-13.57936,0.03738566,1.330072,-0.002445151,24.34818,60.34316,23.37151,0.1266213,1.370298,0.1611461,82.60657,-6.527905,46.87914,0.06747605,1.46828,0.3507297,-7.961759,4.49072,2.683215
3600,-0.2170161,0.9152904,-0.04859274,-1.917446,2.342489,-12.98863,-0.2994376,0.6898288,-0.02287647,7.446557,-2.432811,2.041335,-0.2508596,0.3066059,-0.04889147,-24.4508,-0.002281283,0,-0.2309835,0.02825713,-0.07830392,17.32905,-7.224906,-10.00166,-0.1147659,0.7184461,0.09324124,33.3562,12.76717,6.61349,-0.06890824,0.3696114,0.1917451,-41.4604,0.2409213,-0.6367366,-0.03006931,0.07723981,0.1802772,-23.73283,1.934139,-25.25502,-0.2269746,1.220052,-0.07586549,7.374669,2.185469,-12.10635,-0.3143398,1.336258,-0.1636298,-11.37915,2.411542,14.6073,-0.4244504,1.20725,-0.1542949,-13.89006,12.8358,9.983558,-0.4665286,0.9623086,-0.1714981,12.54951,-6.100247,-8.04369,-0.5144622,0.7444282,-0.1721134,-22.39682,-17.7611,-7.412142,-0.2369295,1.527093,-0.09804372,-7.08986,-5.369212,14.5508,-0.1341197,1.358177,-0.1240741,20.19667,3.39444,-13.5752,0.03613119,1.330012,-0.003551878,24.66415,60.13766,23.81293,0.1245401,1.37362,0.1578511,83.78376,-5.768751,47.31605,0.06386463,1.479987,0.3429112,-5.892554,3.289815,1.649007
3610,-0.2174503,0.9146,-0.04852735,-1.860464,2.370957,-12.83118,-0.2997882,0.6891143,-0.0219815,7.572404,-2.417313,2.07141,-0.2510728,0.3063366,-0.0479413,-24.85799,-0.002438378,0.02797646,-0.2309464,0.02825373,-0.07830112,17.55388,-7.312728,-9.839392,-0.1154746,0.7183755,0.09435094,33.77627,12.55167,6.218076,-0.0703447,0.3706632,0.1935695,-42.09749,0.235703,-0.6122975,-0.0311054,0.07837963,0.181374,-23.21374,1.872039,-24.81506,-0.2279879,1.219303,-0.0762151,7.46143,2.327797,-11.96059,-0.3161178,1.335315,-0.1638439,-11.54055,2.333787,14.71512,-0.426384,1.20602,-0.1538407,-13.87472,13.10544,9.829639,-0.4692394,0.9612021,-0.1706502,12.60462,-6.113764,-7.918198,-0.5175924,0.7434148,-0.1708862,-22.50424,-17.64173,-7.362953,-0.2384921,1.526257,-0.09922031,-6.826306,-5.419147,14.515,-0.1356263,1.35755,-0.1249406,20.11852,3.340127,-13.57998,0.03491189,1.330066,-0.004690988,24.9922,59.86607,24.266,0.1224147,1.376934,0.154411,85.00019,-5.019479,47.67514,0.05947895,1.487284,0.3360505,-7.476589,3.845793,1.375439
3620,-0.2177939,0.9141408,-0.04847171,-1.811753,2.398585,-12.69746,-0.300043,0.6886328,-0.02134369,7.640336,-2.393995,2.114611,-0.2512234,0.3061505,-0.0473025,-25.12198,-0.002602302,0,-0.2309279,0.02824658,-0.07829847,17.70129,-7.371482,-9.733307,-0.1161566,0.7183512,0.0951478,34.07962,12.31549,5.8811,-0.07184146,0.3713708,0.194992,-42.50677,0.2280805,-0.5861744,-0.03222717,0.07916987,0.1828884,-22.41541,1.734875,-24.33951,-0.2288776,1.218784,-0.07659349,7.557463,2.461805,-11.84116,-0.3177158,1.334598,-0.1641413,-11.69885,2.256107,14.82635,-0.42816,1.20503,-0.1534954,-13.85171,13.37552,9.66678,-0.4717803,0.9603229,-0.1699466,12.60955,-6.131959,-7.799661,-0.5205947,0.7426549,-0.1700155,-22.6733,-17.61887,-7.358768,-0.2399103,1.52565,-0.1004084,-6.608091,-5.472231,14.5019,-0.1369753,1.357169,-0.1257956,20.04337,3.271428,-13.60798,0.03377549,1.330263,-0.005747676,25.31723,59.54062,24.72595,0.1202957,1.380262,0.1509394,86.25798,-4.272598,47.9417,0.05549048,1.496576,0.3282531,-7.460457,3.48703,0.8057577
3640,-0.2180475,0.9136915,-0.04842963,-1.771667,2.425223,-12.58852,-0.3002575,0.6881598,-0.02075602,7.724257,-2.360261,2.182923,-0.2513909,0.3059736,-0.04667441,-25.39401,-0.002752566,0,-0.2309144,0.02824795,-0.07829323,17.84127,-7.446689,-9.681253,-0.1167907,0.7181915,0.0957044,34.29552,12.07612,5.619776,-0.07336679,0.3716296,0.1961684,-42.72512,0.2184704,-0.5588315,-0.03346387,0.07951176,0.1849319,-21.35129,1.523385,-23.86578,-0.2296326,1.218273,-0.07700104,7.661985,2.584407,-11.74816,-0.3191312,1.333883,-0.1645223,-11.86226,2.171604,14.93404,-0.4297569,1.204049,-0.1532449,-13.82391,13.63655,9.500199,-0.4741808,0.9594467,-0.1694104,12.56486,-6.108095,-7.714418,-0.5236926,0.741978,-0.1696367,-22.9438,-17.74213,-7.418229,-0.2411586,1.525051,-0.1016047,-6.43529,-5.526224,14.51351,-0.1381615,1.3568,-0.1266491,19.96643,3.207484,-13.65387,0.03274852,1.330407,-0.00675074,25.6334,59.17039,25.20771,0.1182337,1.38341,0.1473876,87.5611,-3.544916,48.12402,0.05243203,1.508499,0.3189766,-5.100119,1.642941,0.1203313
3650,-0.2182058,0.9132358,-0.04849355,-1.733478,2.443582,-12.49618,-0.3004282,0.6876925,-0.0202674,7.823907,-2.323651,2.276495,-0.2515692,0.3058059,-0.0460692,-25.67847,-0.00288917,0.02797646,-0.2309072,0.02825481,-0.07829093,17.97292,-7.530365,-9.665299,-0.1173442,0.7178717,0.0959058,34.41129,11.84223,5.438335,-0.07486112,0.3713724,0.1970684,-42.71103,0.2077607,-0.5311863,-0.03485045,0.07933033,0.1875575,-20.14298,1.240513,-23.42767,-0.230175,1.217772,-0.07738176,7.731039,2.679429,-11.66052,-0.320263,1.333194,-0.1648343,-12.00671,2.042117,14.99606,-0.4310689,1.203065,-0.1529381,-13.75603,13.85998,9.357277,-0.4761952,0.9585488,-0.1687791,12.49762,-6.135777,-7.623441,-0.5261962,0.7412213,-0.1690298,-23.11884,-17.83978,-7.45422,-0.2421369,1.524461,-0.1027932,-6.140599,-5.485045,14.47003,-0.139056,1.356403,-0.1273819,19.90105,3.166564,-13.68377,0.0319569,1.33042,-0.007582436,25.97811,58.76712,25.71981,0.1163676,1.386276,0.1438847,88.90603,-2.82623,48.22562,0.04922198,1.518093,0.3101364,-4.407444,0.61178,-0.3577275
3660,-0.2182332,0.9127645,-0.04861395,-1.701689,2.456771,-12.42959,-0.3005323,0.6872152,-0.01983279,7.948335,-2.281461,2.379568,-0.2517525,0.3056452,-0.04545113,-25.98857,-0.003018944,0,-0.2309132,0.02827328,-0.07829839,18.10424,-7.619069,-9.675831,-0.1177666,0.7173892,0.09581847,34.43393,11.62696,5.352219,-0.07623914,0.3706169,0.1977678,-42.47207,0.1976862,-0.5089886,-0.03636277,0.07864696,0.1907193,-18.90094,0.9223283,-23.10287,-0.2305094,1.217271,-0.07767581,7.763921,2.757033,-11.57789,-0.3211374,1.332531,-0.1650089,-12.13783,1.884914,15.02488,-0.4321004,1.202081,-0.1525032,-13.64793,14.04551,9.248466,-0.4778503,0.9576362,-0.1679851,12.42129,-6.179293,-7.524022,-0.5284789,0.7405181,-0.1683937,-23.39575,-18.17557,-7.558683,-0.2428683,1.523886,-0.1037068,-5.850491,-5.408636,14.42372,-0.1396799,1.355976,-0.1279356,19.8545,3.154776,-13.6891,0.03138237,1.330314,-0.008183653,26.34754,58.31245,26.272,0.1151996,1.387546,0.1419823,89.52364,-2.821018,48.2374,0.04872136,1.526099,0.3036021,-1.007942,-1.792863,-0.4837596
3670,-0.2180975,0.9122853,-0.04874978,-1.676664,2.452946,-12.37914,-0.3005378,0.6867528,-0.0194384,8.081141,-2.244189,2.48955,-0.2519153,0.3054919,-0.0448473,-26.30007,-0.003196529,0,-0.2309001,0.02828938,-0.07829274,18.21411,-7.738878,-9.728882,-0.118016,0.7167519,0.09549407,34.37232,11.43832,5.337334,-0.07743208,0.3694023,0.1983344,-42.01977,0.189326,-0.4929749,-0.03794323,0.07750577,0.1943774,-17.70801,0.6161377,-22.96341,-0.2306863,1.216732,-0.07828805,7.883216,2.842329,-11.55616,-0.3218299,1.331795,-0.165728,-12.30086,1.749744,15.13092,-0.4329459,1.201044,-0.152637,-13.59921,14.26043,9.100257,-0.4792654,0.956656,-0.1677501,12.32627,-6.225724,-7.421402,-0.5300807,0.7395806,-0.1680294,-23.43541,-18.12014,-7.535541,-0.2434572,1.52327,-0.1050008,-5.812509,-5.431817,14.48664,-0.1401537,1.355557,-0.1288826,19.7848,3.078223,-13.75994,0.03089252,1.330129,-0.00910602,26.63318,57.82373,26.77144,0.1135871,1.389905,0.1382261,90.93758,-2.131859,48.22688,0.04495624,1.532265,0.2954809,-2.798203,-1.467029,-1.000538
3680,-0.2172979,0.9113474,-0.04874976,-1.654812,2.432715,-12.33603,-0.300169,0.6858568,-0.01858462,8.348238,-2.150861,2.686496,-0.2520919,0.3051605,-0.04366326,-26.88833,-0.003517547,0,-0.2308924,0.02827293,-0.07829296,18.41186,-7.967491,-9.849737,-0.1179228,0.71514,0.09453061,34.03151,11.12134,5.487123,-0.07911459,0.3658656,0.1993895,-40.55244,0.1704679,-0.4618246,-0.04118602,0.07414722,0.2030129,-15.7471,0.02738906,-23.36788,-0.2303472,1.215718,-0.0788345,8.023579,2.9759,-11.53809,-0.3220636,1.3305,-0.1664182,-12.49678,1.782836,15.22699,-0.4330233,1.199644,-0.152845,-13.66572,14.30092,8.577543,-0.4801228,0.9553609,-0.1677952,12.4793,-5.77597,-6.834576,-0.5320542,0.738557,-0.1682636,-23.58354,-17.9962,-7.494414,-0.2439226,1.522129,-0.1065788,-5.634438,-5.334836,14.6277,-0.1402363,1.354698,-0.1298316,19.69142,2.976364,-13.81576,0.03059843,1.329466,-0.009817719,27.28259,56.6954,27.86916,0.1109742,1.393737,0.1315413,93.90015,-0.850823,48.07752,0.03895009,1.545364,0.2782989,-4.600577,-2.048476,-1.987019
3700,-0.2167121,0.9109185,-0.04867191,-1.65989,2.410483,-12.33401,-0.2998429,0.6854597,-0.01819426,8.473521,-2.108315,2.778899,-0.2521037,0.3049971,-0.04314625,-27.14084,-0.003681472,0,-0.2308977,0.0282588,-0.07827654,18.52563,-8.070805,-9.912088,-0.1176695,0.7142305,0.09390049,33.7824,10.98626,5.573799,-0.07964316,0.3637103,0.1999217,-39.57822,0.1609329,-0.4476244,-0.04276915,0.0721246,0.2078953,-15.06771,-0.2937801,-23.85157,-0.2298646,1.215274,-0.07885188,8.052203,3.013698,-11.54925,-0.321716,1.329989,-0.1664792,-12.561,1.827629,15.24769,-0.4327472,1.199164,-0.1526955,-13.60704,14.33587,8.408257,-0.4806026,0.9549844,-0.1674967,12.53245,-5.480892,-6.519268,-0.533825,0.7385448,-0.1683398,-23.81267,-18.22542,-7.545378,-0.2437763,1.52164,-0.1069432,-5.522722,-5.223319,14.71161,-0.1398531,1.354302,-0.1299078,19.66831,2.942056,-13.82355,0.03076972,1.329046,-0.009652229,27.65281,56.08105,28.45425,0.1099279,1.395278,0.128627,95.42861,-0.272183,47.97268,0.03804047,1.5548,0.2674854,-2.131205,-4.622358,-2.135059
3710,-0.2160133,0.9104939,-0.04849307,-1.670467,2.389268,-12.34632,-0.2994229,0.6850637,-0.01774759,8.597359,-2.065046,2.835037,-0.2520606,0.3048275,-0.04261478,-27.38716,-0.003838566,0,-0.2308927,0.02823132,-0.07826852,18.62699,-8.174233,-9.947024,-0.1172774,0.7132481,0.09322233,33.47337,10.85759,5.644899,-0.07991304,0.3613184,0.2004392,-38.45946,0.1520742,-0.4361108,-0.04417463,0.06991982,0.2130345,-14.58966,-0.6403439,-24.47185,-0.2292418,1.214839,-0.07873836,8.075234,3.043437,-11.58247,-0.3213545,1.329502,-0.1663999,-12.66972,1.669565,15.30252,-0.4325557,1.198377,-0.1521775,-13.43479,14.46329,8.376926,-0.4813961,0.954317,-0.1666442,12.46276,-5.280406,-6.307641,-0.5357322,0.7381761,-0.1677195,-23.9445,-18.27164,-7.533484,-0.2434859,1.521165,-0.1071292,-5.42755,-5.092302,14.79621,-0.1392802,1.353917,-0.1297899,19.6567,2.899928,-13.83303,0.03106157,1.328581,-0.009206662,28.03867,55.43434,29.05375,0.1089697,1.396598,0.1259482,96.97919,0.257867,47.86382,0.03642522,1.561796,0.2578987,-1.478829,-6.093239,-2.318493
3720,-0.2153276,0.9101146,-0.04838387,-1.694544,2.364946,-12.38219,-0.2990056,0.6847119,-0.01742645,8.726589,-2.041359,2.846201,-0.2519908,0.3046713,-0.04217109,-27.60366,-0.00396151,0,-0.2308721,0.02819222,-0.07825194,18.71049,-8.264912,-9.970523,-0.116908,0.712253,0.0923953,33.1326,10.73645,5.644135,-0.08007166,0.3588103,0.200913,-37.21267,0.1431198,-0.4252063,-0.04543473,0.06767809,0.2184173,-14.31393,-1.019208,-25.15656,-0.2286344,1.214435,-0.07882173,8.139671,3.074562,-11.66453,-0.3208019,1.329055,-0.1666831,-12.75025,1.718073,15.37533,-0.4322616,1.197964,-0.1521809,-13.29072,14.59176,8.338479,-0.4820277,0.9540185,-0.1662801,12.41011,-5.073116,-6.092168,-0.5373938,0.7381537,-0.1675136,-24.06091,-18.26087,-7.497556,-0.2432472,1.520705,-0.1076787,-5.368742,-4.961784,14.9219,-0.1387246,1.353575,-0.129885,19.62044,2.831639,-13.86614,0.03127998,1.32814,-0.008903893,28.3898,54.77034,29.64144,0.1079265,1.397779,0.1230997,98.53705,0.7474549,47.75267,0.03584868,1.569596,0.2468712,0.5207698,-8.639185,-2.108122
3730,-0.2138905,0.9094927,-0.04820552,-1.714635,2.324027,-12.51936,-0.2980921,0.6841503,-0.0169969,8.919295,-2.000248,2.77114,-0.2517528,0.3043987,-0.04150309,-27.94125,-0.004180076,0,-0.2308292,0.0280996,-0.07820927,18.85665,-8.410886,-9.977228,-0.1162158,0.7103446,0.09059002,32.31509,10.44205,5.307623,-0.08021833,0.3536815,0.2018204,-34.43702,0.1166323,-0.3763854,-0.04763928,0.0634926,0.2299838,-13.90779,-2.040041,-26.66461,-0.2271852,1.213801,-0.07875067,8.179613,3.089547,-11.86088,-0.3192542,1.328402,-0.1669359,-12.85265,1.778288,15.43264,-0.4312315,1.19737,-0.1520496,-12.93099,14.77721,8.36203,-0.4827699,0.9536694,-0.1653836,12.35603,-4.681426,-5.621972,-0.5399935,0.7383105,-0.1668165,-24.30377,-18.13396,-7.378525,-0.2424086,1.519988,-0.1082443,-5.15233,-4.595003,15.2065,-0.1372133,1.352963,-0.1295951,19.57488,2.764314,-13.85194,0.03190953,1.327203,-0.007580308,29.21084,53.36117,30.82908,0.1060061,1.399502,0.1181739,101.6457,1.618536,47.48071,0.03018102,1.57683,0.2314705,-3.14697,-8.521502,-3.272195
3740,-0.2130377,0.9092712,-0.04802498,-1.710178,2.295982,-12.61083,-0.2975241,0.6839773,-0.01681435,8.966091,-1.979129,2.70935,-0.2515676,0.304301,-0.04127554,-28.04931,-0.004248378,0.02797646,-0.2307837,0.02805597,-0.07817876,18.89236,-8.515272,-9.98763,-0.11572,0.7094616,0.08971767,31.85107,10.31553,5.13782,-0.08007878,0.3511799,0.2023078,-32.97218,0.109406,-0.3700944,-0.04855068,0.06156135,0.2357606,-13.95042,-2.507977,-27.26686,-0.2263144,1.213555,-0.07881714,8.246264,3.096337,-12.00991,-0.3182782,1.32814,-0.1673144,-12.9132,1.817718,15.50989,-0.4305058,1.197144,-0.1523176,-12.79228,14.88061,8.371982,-0.4828603,0.9535667,-0.1652488,12.35802,-4.502556,-5.369435,-0.5410711,0.7384924,-0.1667233,-24.41432,-18.19225,-7.335641,-0.2418673,1.519679,-0.1088321,-5.076245,-4.411366,15.39602,-0.1362895,1.35274,-0.1295641,19.53943,2.69397,-13.87262,0.03228296,1.326748,-0.006910509,29.59875,52.61728,31.3763,0.1050683,1.400074,0.1157909,103.1917,1.978023,47.32628,0.02947135,1.582133,0.2216859,-2.334645,-10.5383,-3.211442
3760,-0.212204,0.9090477,-0.04789483,-1.743048,2.231682,-12.71203,-0.2970039,0.6838368,-0.0167297,9.041398,-2.003964,2.6594,-0.2514095,0.3042235,-0.04110574,-28.14635,-0.00432351,0,-0.2307403,0.02802098,-0.07815029,18.91733,-8.618955,-10.01575,-0.1152617,0.7085245,0.08880417,31.42598,10.23388,4.889443,-0.07991637,0.348711,0.2027929,-31.50958,0.1043106,-0.3700944,-0.04937443,0.05976689,0.2415147,-14.04129,-3.012359,-27.75274,-0.2254108,1.213301,-0.07898916,8.345227,3.103925,-12.20641,-0.3172192,1.327874,-0.1679169,-12.98241,1.867005,15.62755,-0.4297125,1.196916,-0.1528946,-12.68014,15.00164,8.363499,-0.4828588,0.9534698,-0.1654273,12.37653,-4.342067,-5.110251,-0.5424979,0.7388173,-0.16679,-24.33156,-18.6464,-7.362393,-0.2413124,1.519347,-0.1096638,-5.022661,-4.23346,15.62543,-0.1353315,1.352518,-0.1296375,19.4803,2.598716,-13.91018,0.03262122,1.326236,-0.006275974,29.94846,51.84964,31.90307,0.1040619,1.400362,0.113414,104.7484,2.276372,47.16011,0.03073184,1.588349,0.2101096,0.5352231,-14.35651,-2.449685
3770,-0.2113854,0.9087965,-0.0476912,-1.776521,2.156475,-12.82878,-0.2965118,0.6836852,-0.01659939,9.112574,-2.043292,2.596009,-0.2512664,0.3041434,-0.04091111,-28.24768,-0.004384981,0,-0.2306945,0.02798414,-0.07812934,18.93481,-8.718661,-10.04898,-0.1148147,0.7075543,0.08796293,30.98892,10.17328,4.608022,-0.07972196,0.346263,0.2032785,-30.05274,0.09978224,-0.3716771,-0.05011603,0.05808437,0.2471694,-14.14352,-3.535033,-28.11817,-0.2244746,1.213022,-0.07908043,8.442572,3.103693,-12.41735,-0.3160565,1.327605,-0.1684621,-13.02613,1.915964,15.75232,-0.4283204,1.196645,-0.1538773,-12.82638,14.88684,8.089,-0.4809684,0.9531151,-0.1666288,12.4747,-4.26016,-4.819629,-0.540713,0.7385073,-0.168056,-24.1614,-19.01837,-7.437117,-0.2407905,1.51897,-0.1105435,-4.89773,-3.963176,15.85136,-0.1343048,1.35225,-0.1296016,19.42292,2.499378,-13.93655,0.03297766,1.325628,-0.005484365,30.3026,51.06165,32.42516,0.1030571,1.400359,0.1112077,106.3201,2.517949,46.9936,0.02988182,1.591763,0.2008847,0.7687222,-16.09395,-2.361403
3780,-0.2108241,0.9087188,-0.04750156,-1.710521,2.053578,-13.05471,-0.2962274,0.6837947,-0.01677923,8.995406,-2.127898,2.444005,-0.2511404,0.3041545,-0.0410823,-28.17949,-0.004371321,0,-0.2306567,0.02793866,-0.07811368,18.88782,-8.738715,-10.10678,-0.1146636,0.7069557,0.08751658,30.52637,10.25213,4.697904,-0.07992324,0.3445184,0.2041655,-28.82109,0.0809514,-0.315279,-0.0515074,0.05709594,0.2526445,-14.11082,-3.924101,-28.71044,-0.2237077,1.212888,-0.07946809,8.572834,3.09691,-12.66973,-0.3149943,1.327512,-0.1694126,-13.07368,1.979396,15.9292,-0.4270331,1.196567,-0.1553422,-12.99912,14.77526,7.810376,-0.479095,0.95294,-0.1682978,12.57421,-4.208284,-4.551479,-0.5389977,0.7383948,-0.1696785,-23.89338,-19.52001,-7.528481,-0.2404498,1.518728,-0.1118172,-4.831402,-3.684634,16.13079,-0.133424,1.352133,-0.1298627,19.34985,2.373238,-13.98548,0.03314051,1.325099,-0.00494951,30.60009,50.27003,32.93708,0.1018631,1.400227,0.1087361,107.9181,2.706681,46.83376,0.02952003,1.595137,0.190753,1.70548,-18.34415,-1.953544
3790,-0.2103081,0.9088225,-0.04696304,-1.754462,1.964683,-13.20443,-0.2959015,0.6840068,-0.01679751,8.923105,-2.208036,2.358915,-0.250955,0.3041847,-0.04131779,-28.02455,-0.004241548,0.01978234,-0.2306245,0.02789325,-0.07809185,18.83433,-8.752847,-10.15118,-0.1146398,0.7064539,0.08733312,30.20806,10.221,4.447834,-0.08040532,0.3429366,0.2051229,-27.66782,0.07041925,-0.2866737,-0.05298117,0.05631292,0.2578616,-14.07896,-4.44088,-28.92664,-0.2229519,1.212997,-0.07894848,8.599256,3.070621,-12.89899,-0.3138521,1.327729,-0.1692611,-13.06607,2.037206,16.01726,-0.4257119,1.196808,-0.1557437,-13.06477,14.63021,7.630066,-0.477217,0.9530868,-0.1688637,12.6566,-4.175834,-4.326354,-0.537164,0.7385728,-0.1702143,-23.67622,-19.92665,-7.598663,-0.2398946,1.518784,-0.1116987,-4.703737,-3.46654,16.37642,-0.1324045,1.351979,-0.1290919,19.40339,2.494829,-13.79898,0.03251238,1.325634,-0.002091536,32.08484,48.87465,33.65622,0.09900419,1.401849,0.1101007,108.7626,2.388203,46.52079,0.02694748,1.599501,0.1850281,2.001152,-20.024,-1.68121
3800,-0.2100043,0.909194,-0.04632738,-1.794932,1.882264,-13.36784,-0.2956795,0.6844764,-0.01699585,8.756184,-2.297512,2.264081,-0.2507376,0.3043036,-0.04187223,-27.69969,-0.004050302,0,-0.2305955,0.02785271,-0.07806697,18.73176,-8.709878,-10.21263,-0.1150025,0.7063254,0.08752812,29.97569,10.13606,4.017272,-0.08148484,0.3419551,0.2063451,-26.72133,0.06378714,-0.268341,-0.05331595,0.05536914,0.2614851,-15.04934,-3.767929,-26.82056,-0.2223378,1.213395,-0.07816801,8.578972,3.022222,-13.14243,-0.3127635,1.328293,-0.1687939,-13.04147,2.086787,16.07406,-0.4244931,1.197404,-0.1558371,-13.0551,14.4679,7.52036,-0.4758191,0.9536796,-0.1689252,12.84374,-4.022551,-4.037257,-0.5363938,0.7393602,-0.1700212,-23.47001,-20.30915,-7.61025,-0.2395474,1.51914,-0.1111775,-4.540276,-3.110468,16.63908,-0.1313312,1.351821,-0.1279807,19.5579,2.771834,-13.39682,0.03257997,1.325558,0.0002798083,32.51419,48.03186,34.22342,0.09774621,1.401818,0.1095006,110.3847,2.498838,46.42934,0.02656843,1.602206,0.1767163,3.047225,-22.06986,-1.001711
3810,-0.2093328,0.9093857,-0.04552157,-1.860148,1.789762,-13.59819,-0.2952465,0.6847765,-0.01699088,8.667303,-2.38601,2.11072,-0.2504868,0.3043669,-0.04217465,-27.49337,-0.003934189,0,-0.2305611,0.02781612,-0.07804954,18.66168,-8.708409,-10.27127,-0.1149983,0.7059099,0.08775815,29.68028,10.10431,3.583919,-0.08203419,0.3405679,0.207317,-25.71345,0.05865766,-0.2571706,-0.05464248,0.05471283,0.2659786,-15.08476,-4.342204,-26.65689,-0.2213301,1.21362,-0.0771398,8.549458,2.974459,-13.41045,-0.3113784,1.328577,-0.1681001,-13.02122,1.914932,16.08789,-0.4229177,1.197357,-0.1556466,-13.01569,14.33268,7.455684,-0.4744074,0.9537179,-0.1685645,13.13613,-3.779553,-3.690403,-0.5358744,0.73967,-0.1693459,-23.44629,-20.49838,-7.551488,-0.2389141,1.5193,-0.1105314,-4.286286,-2.655202,16.88352,-0.1297927,1.351479,-0.1265301,19.72333,2.993296,-12.96866,0.03302146,1.325167,0.003067269,32.94689,47.16811,34.79231,0.09686302,1.401303,0.1093599,112.012,2.567625,46.38924,0.02604197,1.603776,0.1695047,3.457683,-23.61512,-0.5188877
3820,-0.2086941,0.9095727,-0.04493672,-1.906494,1.731644,-13.81389,-0.2948283,0.6850326,-0.01707225,8.602361,-2.433433,1.982582,-0.2502642,0.3044269,-0.04244439,-27.33015,-0.003831736,0,-0.2305159,0.02778584,-0.07802911,18.5925,-8.713935,-10.34505,-0.1149529,0.7055537,0.08774883,29.36416,10.037,3.128877,-0.08251825,0.3392553,0.2080004,-24.70296,0.05384238,-0.2462884,-0.05508283,0.0536834,0.2692789,-15.90709,-4.205887,-25.3478,-0.2204076,1.213842,-0.0763071,8.504084,2.923212,-13.70364,-0.3099429,1.328972,-0.1676005,-12.98768,1.880358,16.13783,-0.4217269,1.197656,-0.1555535,-12.79734,14.36389,7.587753,-0.4737506,0.9541315,-0.1680541,13.23294,-3.727405,-3.544698,-0.5361998,0.7403885,-0.1684411,-23.323,-20.79698,-7.502841,-0.2380707,1.519492,-0.1098644,-4.07232,-2.406494,17.13502,-0.1283205,1.351155,-0.1251816,19.8823,3.20286,-12.54696,0.03334063,1.324718,0.005779965,33.38137,46.28472,35.37174,0.09583554,1.400542,0.1091766,113.6601,2.579298,46.39365,0.02596307,1.605015,0.1616707,4.635739,-25.56061,0.386643
