Timestamp,Pelvis_position_x,Pelvis_position_y,Pelvis_position_z,Pelvis_extension,Pelvis_lateral_flexion_rotation,Pelvis_axial_rotation,LeftUpperLeg_position_x,LeftUpperLeg_position_y,LeftUpperLeg_position_z,LeftHip_flexion,LeftHip_adduction,LeftHip_external_rotation,LeftLowerLeg_position_x,LeftLowerLeg_position_y,LeftLowerLeg_position_z,LeftKnee_flexion,LeftKnee_adduction,LeftKnee_external_rotation,LeftFoot_position_x,LeftFoot_position_y,LeftFoot_position_z,LeftAnkle_dorsiflexion,LeftAnkle_inversion,LeftAnkle_internal_rotation,RightUpperLeg_position_x,RightUpperLeg_position_y,RightUpperLeg_position_z,RightHip_flexion,RightHip_adduction,RightHip_external_rotation,RightLowerLeg_position_x,RightLowerLeg_position_y,RightLowerLeg_position_z,RightKnee_flexion,RightKnee_adduction,RightKnee_external_rotation,RightFoot_position_x,RightFoot_position_y,RightFoot_position_z,RightAnkle_dorsiflexion,RightAnkle_inversion,RightAnkle_internal_rotation,Chest_position_x,Chest_position_y,Chest_position_z,Thorax_extension,Thorax_lateral_flexion_rotation,Thorax_axial_rotation,LeftShoulder_position_x,LeftShoulder_position_y,LeftShoulder_position_z,LeftScapula_protraction,LeftScapula_medial_rotation,LeftScapula_posterior_tilt,LeftUpperArm_position_x,LeftUpperArm_position_y,LeftUpperArm_position_z,LeftShoulder_flexion,LeftShoulder_abduction,LeftShoulder_external_rotation,LeftForeArm_position_x,LeftForeArm_position_y,LeftForeArm_position_z,LeftElbow_flexion,LeftElbow_abduction,LeftElbow_pronation,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftWrist_flexion,LeftWrist_abduction,LeftWrist_pronation,Head_position_x,Head_position_y,Head_position_z,Neck_flexion,Neck_left-ward_tilt,Neck_right-ward_rotation,RightShoulder_position_x,RightShoulder_position_y,RightShoulder_position_z,RightScapula_protraction,RightScapula_medial_rotation,RightScapula_posterior_tilt,RightUpperArm_position_x,RightUpperArm_position_y,RightUpperArm_position_z,RightShoulder_flexion,RightShoulder_abduction,RightShoulder_external_rotation,RightForeArm_position_x,RightForeArm_position_y,RightForeArm_position_z,RightElbow_flexion,RightElbow_abduction,RightElbow_pronation,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightWrist_flexion,RightWrist_abduction,RightWrist_pronation
2100,-0.08666559,0.94062,-0.1241294,-11.67953,1.640434,0.6623429,-0.1913273,0.7113124,-0.09303295,15.53173,7.995399,5.358841,-0.2217261,0.3127519,-0.09420042,-9.178644,-0.0001229434,0,-0.2576049,0.0276944,-0.06821933,2.286104,-5.086183,-14.06163,0.009064369,0.7165461,-0.1164088,8.295691,0.7570172,9.673452,0.01579037,0.313414,-0.1412362,-0.04423466,-0.0002800378,0,0.04109678,0.02689147,-0.1088167,-0.03426402,-5.039997,-11.97092,-0.09863852,1.246068,-0.1072018,-0.3533245,2.944399,4.172417,-0.2043155,1.374749,-0.1509802,-10.107,-0.7432885,17.97442,-0.3012804,1.234848,-0.1142508,-4.737062,7.188373,11.80434,-0.3345833,0.9876083,-0.1120744,12.23989,-4.847747,-5.054236,-0.3728534,0.7685069,-0.09498975,-21.82304,-18.64125,-7.237821,-0.102303,1.548949,-0.06231144,-26.1455,-5.556543,-8.298081,-0.01066196,1.390275,-0.1599027,25.15725,-1.031475,-13.26101,0.1144417,1.264391,-0.1287587,-2.623759,13.17706,5.374887,0.1525623,1.049241,-0.07301528,41.03442,-29.67173,-1.364297,0.1567836,0.8730413,0.06187693,2.717646,-27.98055,22.6112
2110,-0.08245248,0.9405179,-0.1249317,-11.82527,1.713524,0.5116726,-0.1880481,0.7111904,-0.09354426,15.92727,8.322742,5.205561,-0.2204054,0.3129388,-0.09388708,-9.436902,-0.000109283,0,-0.2575083,0.02794284,-0.06816848,2.087035,-5.158603,-14.10481,0.01332519,0.7155983,-0.1119198,10.18381,0.7194853,9.738011,0.01840736,0.3136156,-0.1343666,-3.504311,0.0005464152,-0.02797646,0.0411466,0.02693117,-0.1088742,1.548766,-5.883354,-11.88146,-0.09464677,1.245911,-0.1071695,-0.513962,2.975435,4.043219,-0.200344,1.37467,-0.1507822,-10.18696,-0.65522,17.96503,-0.2976213,1.234785,-0.1144898,-4.723312,7.353887,11.8071,-0.3319099,0.9876738,-0.1129234,12.31999,-4.661809,-4.89653,-0.371106,0.7686637,-0.09628303,-21.73627,-18.33207,-7.192194,-0.09852406,1.548712,-0.06160901,-26.00573,-5.607155,-8.272391,-0.006596602,1.390299,-0.1592489,25.14554,-1.095467,-13.24759,0.1185884,1.264294,-0.1277475,-2.369925,13.19221,5.224931,0.1567049,1.049202,-0.07168953,41.01673,-29.66282,-1.315517,0.1603597,0.8729994,0.06323235,2.702188,-27.93963,22.56573
2120,-0.07392413,0.9400911,-0.1266634,-12.06918,1.830614,0.1119058,-0.1815625,0.7108386,-0.09415104,16.89238,8.921661,4.662032,-0.2178343,0.3134688,-0.09250922,-10.30693,-4.098114E-05,0,-0.2573007,0.02857566,-0.06802639,1.755243,-5.368502,-14.09012,0.02076636,0.7143635,-0.1085945,11.99524,0.369766,9.952796,0.02219019,0.3136661,-0.128665,-6.528376,0.004029812,-0.07401875,0.04119729,0.02699071,-0.1089824,3.090855,-6.525515,-11.65192,-0.08648955,1.245373,-0.107309,-0.8364988,3.036115,3.75661,-0.1921966,1.374251,-0.1506591,-10.33639,-0.4918009,17.91652,-0.2900225,1.234399,-0.1155727,-4.837602,7.646268,11.62206,-0.3259701,0.987557,-0.1156197,12.58957,-4.337771,-4.53842,-0.3671159,0.7688036,-0.1001038,-21.70841,-18.15154,-7.221838,-0.09078838,1.548015,-0.06042229,-25.71071,-5.72445,-8.186476,0.001722634,1.390061,-0.1581323,25.11335,-1.20085,-13.17844,0.1273981,1.26396,-0.1263318,-2.106543,13.45851,5.023311,0.1659162,1.049162,-0.07032404,41.18978,-29.85556,-1.269491,0.1684248,0.8727749,0.06444484,2.507724,-27.79274,22.38549
2140,-0.06937011,0.9398593,-0.1277512,-12.16196,1.840579,-0.1735894,-0.1781673,0.7107708,-0.09483238,17.33161,9.149366,4.293955,-0.2164815,0.3138083,-0.09210242,-10.63436,-2.049057E-05,0,-0.2572054,0.02896219,-0.06794177,1.488195,-5.418355,-14.07009,0.02451587,0.7137369,-0.1074827,12.72095,0.2239551,10.15329,0.02397747,0.313626,-0.1265098,-7.714825,0.006420378,-0.09691329,0.04120152,0.02700102,-0.1090363,3.736803,-6.715907,-11.54313,-0.0820167,1.24509,-0.1076642,-0.993669,3.064528,3.589597,-0.1877151,1.374015,-0.1509354,-10.41754,-0.4126254,17.88088,-0.2858191,1.234194,-0.1165908,-4.958198,7.79309,11.44387,-0.3222739,0.9874658,-0.1176533,12.72267,-4.324985,-4.421111,-0.3646547,0.7689748,-0.1030395,-21.93889,-18.808,-7.488652,-0.08635084,1.547646,-0.0601424,-25.5705,-5.894454,-8.238737,0.006305695,1.389907,-0.1578345,25.10093,-1.247486,-13.13454,0.1323318,1.263804,-0.1259207,-2.027965,13.67198,4.929887,0.1712349,1.049197,-0.07008408,41.31082,-29.98324,-1.262226,0.1732315,0.8724478,0.06427332,2.070559,-27.68059,22.26621
2150,-0.06487264,0.9396265,-0.1289326,-12.22118,1.848195,-0.4885893,-0.174835,0.7107408,-0.09558722,17.7527,9.358466,3.911063,-0.2151549,0.3141991,-0.09170838,-10.96131,3.415095E-05,0,-0.2571107,0.02938795,-0.06785569,1.188774,-5.448093,-14.06234,0.02812819,0.7131688,-0.106741,13.30023,0.07476325,10.37926,0.02563033,0.3135644,-0.1248559,-8.663835,0.007479057,-0.1008706,0.04121109,0.02700621,-0.1090937,4.295961,-6.820033,-11.4405,-0.07758174,1.24481,-0.1081668,-1.151311,3.089226,3.395691,-0.1831251,1.373859,-0.1514268,-10.45615,-0.2279781,17.87185,-0.281582,1.234255,-0.1180893,-5.157689,7.925631,11.19782,-0.31826,0.987637,-0.1203796,12.9095,-4.415929,-4.356535,-0.3611342,0.7692423,-0.1064541,-21.95866,-19.19939,-7.657065,-0.08215102,1.547288,-0.06000666,-25.40944,-5.948562,-8.132336,0.01087175,1.389727,-0.1576536,25.07787,-1.288939,-13.07633,0.137274,1.263638,-0.125584,-1.950436,13.91178,4.825959,0.1764612,1.049399,-0.06973998,41.57489,-30.16986,-1.269646,0.1776438,0.8726134,0.0646318,1.685047,-27.55944,22.15253
2160,-0.0607133,0.9394143,-0.130136,-12.28769,1.911128,-0.8072135,-0.1717527,0.7106581,-0.0962145,18.27163,9.632029,3.81367,-0.2139687,0.3146499,-0.09099826,-11.44575,6.147171E-05,0,-0.2570239,0.02985477,-0.06776865,0.9304113,-5.451625,-14.3778,0.03142424,0.7127397,-0.1064437,13.74442,-0.1283939,10.62293,0.02707142,0.3135058,-0.1238233,-9.316501,0.005744189,-0.07132626,0.04122385,0.02700377,-0.109165,4.717461,-6.832703,-11.37362,-0.07334344,1.244567,-0.1088685,-1.255853,3.046729,3.119541,-0.1787472,1.373777,-0.1522902,-10.59336,-0.2322674,17.86697,-0.2772359,1.234169,-0.1194817,-5.143995,7.832057,10.90824,-0.3138387,0.9875312,-0.1224112,12.88419,-4.347484,-4.367087,-0.3580615,0.7695122,-0.1093327,-22.2039,-20.32948,-8.02622,-0.07790051,1.546997,-0.06026683,-25.29119,-5.977809,-7.917652,0.01563371,1.389298,-0.1576937,25.11888,-1.390326,-12.91133,0.1422897,1.263034,-0.1251629,-1.931683,14.24744,4.747296,0.1820193,1.048947,-0.06952704,41.64957,-30.25342,-1.286944,0.1829422,0.8714708,0.0639529,0.8620735,-27.52686,21.86139
2180,-0.05369633,0.9390349,-0.1323712,-12.20386,1.851036,-1.777402,-0.1669186,0.7109442,-0.09799111,18.99355,9.810419,3.855849,-0.2121363,0.3157718,-0.09014676,-12.12307,0.0001502642,0,-0.2568537,0.03091151,-0.06754843,0.2873554,-5.198532,-15.46442,0.03660591,0.7117983,-0.1053114,14.34566,-0.15566,11.35791,0.02940949,0.3133472,-0.1216129,-10.58104,0.007158038,-0.07912937,0.04126377,0.02700001,-0.1093195,5.512138,-6.930457,-11.15009,-0.06550378,1.244172,-0.1103966,-1.482397,2.880694,2.47844,-0.1704129,1.373795,-0.1542677,-10.86971,-0.3096876,17.81266,-0.2690287,1.23419,-0.1225232,-5.015322,7.552969,10.2868,-0.3055214,0.9875057,-0.12652,12.79367,-4.190499,-4.407667,-0.3507453,0.7697145,-0.1144611,-22.10524,-21.00895,-8.272842,-0.06976492,1.546504,-0.06083354,-25.02746,-5.989441,-7.340427,0.02444178,1.388618,-0.1577157,25.06454,-1.38312,-12.74734,0.1518183,1.262284,-0.1243075,-1.867812,15.06861,4.550197,0.1929732,1.04847,-0.06907152,41.74163,-30.31032,-1.298147,0.1933226,0.8701403,0.06338647,0.3658403,-27.21748,21.25528
2190,-0.05087855,0.9389529,-0.1334094,-12.17257,1.796852,-2.263389,-0.1650773,0.711203,-0.09878737,19.37176,9.825617,3.892494,-0.2114628,0.3164439,-0.08962835,-12.48162,0.0002049057,0,-0.2567719,0.03150362,-0.06742605,-0.02797646,-5.013209,-16.00367,0.03858162,0.7114369,-0.104954,14.56468,-0.1117282,11.67724,0.03029444,0.3132831,-0.1208571,-11.03223,0.007765925,-0.08392937,0.04127978,0.02699858,-0.1093941,5.794744,-6.963296,-11.00759,-0.06220278,1.244089,-0.1111585,-1.569102,2.787141,2.11424,-0.166804,1.373938,-0.155379,-11.00315,-0.3662621,17.8007,-0.2655165,1.234334,-0.1241726,-4.938838,7.405045,9.966298,-0.3019733,0.987622,-0.128604,12.72788,-4.108229,-4.419383,-0.3488742,0.770371,-0.1171852,-22.26895,-22.36836,-8.776374,-0.06627413,1.546379,-0.06120405,-24.92834,-6.009959,-6.99308,0.02814516,1.388465,-0.1577042,24.9768,-1.316881,-12.75646,0.1559776,1.262232,-0.1238553,-1.85604,15.52517,4.431058,0.1979865,1.048524,-0.06882264,41.73528,-30.30031,-1.315815,0.1983905,0.8691202,0.06219023,-0.8485757,-27.12884,20.52967
2200,-0.04837051,0.9389353,-0.1344625,-12.20132,1.789202,-2.641973,-0.1634153,0.7114114,-0.09933729,19.86412,9.90844,4.01088,-0.2108822,0.3171659,-0.08879976,-12.9764,0.000286868,0,-0.2566569,0.03211963,-0.06731005,-0.3195939,-4.848423,-16.54155,0.04037158,0.7112085,-0.1049971,14.77661,-0.1427168,11.86584,0.03106377,0.3132456,-0.1205121,-11.31096,0.008448944,-0.08846933,0.04129953,0.02700174,-0.109459,5.989165,-6.955776,-10.8204,-0.05947999,1.244055,-0.1118761,-1.644491,2.73963,1.758584,-0.163802,1.374083,-0.1564726,-11.09842,-0.373222,17.80971,-0.2626159,1.234492,-0.1258222,-4.862927,7.296514,9.702291,-0.2990038,0.9877487,-0.1306298,12.66578,-4.027913,-4.442017,-0.3459913,0.7704811,-0.1195937,-22.16053,-22.33223,-8.787223,-0.0635271,1.546297,-0.06156227,-24.85516,-6.074381,-6.667092,0.03121232,1.388401,-0.1576737,24.91766,-1.293672,-12.74822,0.1595449,1.262297,-0.1233079,-1.837176,15.97031,4.265576,0.2025306,1.048691,-0.06845886,41.6943,-30.27617,-1.342318,0.2027356,0.8689229,0.06214949,-0.7170975,-26.8899,20.21402
2210,-0.04600178,0.9389522,-0.1355458,-12.22519,1.76723,-3.020123,-0.1618598,0.7116739,-0.1000014,20.32379,9.967439,4.20151,-0.2103197,0.3179067,-0.08809752,-13.41716,0.0003756604,0,-0.2564735,0.03271878,-0.06723381,-0.6766641,-4.646011,-17.10744,0.0420308,0.7110063,-0.1051085,14.97155,-0.1501207,12.05311,0.03177457,0.3132176,-0.1202343,-11.55994,0.008974869,-0.08846933,0.04131901,0.0270102,-0.1095199,6.158675,-6.944745,-10.64189,-0.05703239,1.244052,-0.1126601,-1.712922,2.737335,1.435723,-0.1610934,1.374213,-0.1576218,-11.13406,-0.3268929,17.83641,-0.2600193,1.234652,-0.1275573,-4.794362,7.230797,9.527636,-0.2963105,0.987879,-0.1327074,12.61387,-3.955042,-4.476672,-0.3440265,0.77084,-0.1220728,-22.1467,-22.88708,-8.990425,-0.06120711,1.546241,-0.06201112,-24.79971,-6.175509,-6.38362,0.03374729,1.388379,-0.1578612,24.74831,-1.289342,-12.7029,0.1627356,1.262481,-0.1231379,-1.792314,16.40278,4.048772,0.2067735,1.048964,-0.06846225,41.59089,-30.27255,-1.404442,0.2068635,0.8684139,0.06114449,-1.161464,-26.63851,19.6841
2220,-0.04153109,0.9389426,-0.1375093,-12.25602,1.669824,-3.727569,-0.1588983,0.7122061,-0.1014831,21.07016,10.03085,4.838129,-0.2091395,0.3192371,-0.08715373,-14.08487,0.000539585,0,-0.2557603,0.03370416,-0.06720381,-1.588192,-4.381887,-18.20806,0.04514246,0.7105256,-0.1051115,15.37268,-0.0869688,12.4418,0.0331355,0.3131512,-0.1194514,-12.14132,0.009521284,-0.09278741,0.04136126,0.02702898,-0.1096361,6.51075,-6.937676,-10.37701,-0.05220034,1.244025,-0.1142474,-1.796458,2.699052,0.8047857,-0.1555915,1.374517,-0.1600409,-11.14562,-0.2383463,17.91949,-0.2547882,1.235096,-0.1312083,-4.71634,7.084767,9.374244,-0.2908268,0.9882833,-0.136941,12.58288,-3.873796,-4.593546,-0.3394306,0.7715319,-0.1268922,-22.10855,-23.58871,-9.23544,-0.05643024,1.546133,-0.06312871,-24.74743,-6.382511,-5.80566,0.04054894,1.387391,-0.1581527,25.3075,-1.970646,-11.96169,0.1701233,1.260691,-0.121002,-1.657648,17.46021,3.511544,0.2166715,1.047466,-0.06647342,41.2964,-30.32262,-1.5557,0.2166402,0.8650665,0.06068708,-2.445606,-26.01524,18.27547
2230,-0.03926028,0.9388092,-0.1384175,-12.26929,1.608872,-4.047334,-0.1573677,0.7123575,-0.1022192,21.3968,10.06758,5.23263,-0.2085101,0.319769,-0.08681714,-14.38148,0.000614717,0,-0.2552881,0.03407407,-0.06726302,-2.070559,-4.380589,-18.70422,0.04676694,0.7101477,-0.1048749,15.64135,-0.03542136,12.62992,0.03387108,0.3130887,-0.1187344,-12.58064,0.00973985,-0.09065409,0.04138435,0.02703696,-0.1096875,6.752963,-6.959676,-10.26993,-0.04964209,1.243888,-0.1149974,-1.830559,2.651493,0.4343124,-0.1526433,1.374592,-0.1612885,-11.19832,-0.1956508,17.9605,-0.2519974,1.235292,-0.1331008,-4.690726,6.992519,9.335653,-0.2878898,0.9884721,-0.1391279,12.60063,-3.865047,-4.656104,-0.3370734,0.7719334,-0.1293152,-22.09055,-24.10681,-9.3985,-0.05378792,1.545962,-0.06367175,-24.723,-6.49413,-5.451867,0.0440312,1.386795,-0.1581882,25.49685,-2.256524,-11.65445,0.1740755,1.259826,-0.1197739,-1.553938,18.10911,3.244497,0.2220994,1.046847,-0.06514633,41.12214,-30.38158,-1.622809,0.221884,0.863998,0.06150106,-2.253944,-25.68029,17.8644
2240,-0.03690873,0.9385776,-0.1393469,-12.28551,1.542264,-4.33698,-0.155766,0.7124135,-0.1031247,21.68664,10.16734,6.070829,-0.2079126,0.3201947,-0.08666477,-14.63656,0.0006898491,0,-0.2547953,0.03436732,-0.06734589,-2.508817,-4.355994,-19.60087,0.04848954,0.709668,-0.1045374,15.968,0.02153559,12.80484,0.0346641,0.3130043,-0.1178144,-13.1229,0.01015649,-0.08846933,0.04141246,0.02704734,-0.1097272,7.046175,-6.994524,-10.16976,-0.0469523,1.243658,-0.1158006,-1.854985,2.594434,0.1426525,-0.1495099,1.374589,-0.1625101,-11.17702,-0.1485839,18.00731,-0.2490554,1.235445,-0.1350074,-4.713348,6.917811,9.423203,-0.284801,0.9886357,-0.1413754,12.65633,-3.905994,-4.703696,-0.3346865,0.77238,-0.1317343,-22.04741,-24.81049,-9.603818,-0.05094464,1.545703,-0.06430642,-24.7158,-6.571141,-5.16566,0.04714807,1.38643,-0.1584347,25.53465,-2.234087,-11.61291,0.1780641,1.259796,-0.1190568,-1.396197,18.81757,2.842964,0.2277132,1.047156,-0.06416552,40.96704,-30.42284,-1.662246,0.2273499,0.8638994,0.06203625,-2.083657,-25.30098,17.42075
2260,-0.03446786,0.9381469,-0.1403478,-12.20628,1.386638,-4.698571,-0.1541534,0.7124463,-0.1042392,21.81389,10.1381,6.738688,-0.2072604,0.3204976,-0.08684447,-14.76774,0.000758151,0,-0.2543142,0.03457427,-0.06747367,-2.932247,-4.333434,-20.34351,0.05022417,0.7089243,-0.103728,16.31899,0.2133136,13.04224,0.03552097,0.3128627,-0.1162893,-13.93872,0.0112903,-0.09487279,0.04143821,0.02705616,-0.1097591,7.450692,-7.109312,-10.06763,-0.04394826,1.243248,-0.1168582,-1.873357,2.521323,-0.1297215,-0.1460315,1.37443,-0.1639694,-11.14488,-0.1122747,18.05674,-0.2457901,1.235457,-0.1371737,-4.76366,6.846704,9.536447,-0.2813907,0.9886681,-0.1439312,12.72673,-3.982451,-4.709065,-0.33261,0.7729843,-0.1343026,-21.8541,-26.15844,-9.971272,-0.04770861,1.545267,-0.06521104,-24.72189,-6.633159,-4.891927,0.05061527,1.385842,-0.1589817,25.5856,-2.203426,-11.56238,0.1824698,1.259583,-0.1185491,-1.197303,19.59148,2.351538,0.2338891,1.047394,-0.06319293,40.85338,-30.42979,-1.653866,0.233894,0.8621755,0.06009708,-4.884552,-24.61766,15.89618
2270,-0.03219006,0.9375814,-0.141305,-12.03586,1.150013,-5.122085,-0.1526898,0.7124826,-0.1055052,21.75089,9.958648,7.150502,-0.2065801,0.3206459,-0.08739638,-14.73233,0.0007035095,0,-0.2538547,0.03467315,-0.0676234,-3.315112,-4.33034,-20.85539,0.05175518,0.7080121,-0.1025634,16.62393,0.5325157,13.33696,0.03633065,0.3126777,-0.1144048,-14.8962,0.0127383,-0.09891172,0.04146648,0.02706498,-0.109782,7.911575,-7.276795,-9.980618,-0.0405131,1.242738,-0.1181224,-1.863932,2.32333,-0.463094,-0.1411837,1.374027,-0.1661998,-10.80875,0.3040595,17.75797,-0.2416636,1.236211,-0.140548,-4.87793,6.688941,9.580351,-0.277141,0.9894663,-0.1477773,12.83621,-4.113509,-4.697653,-0.3288687,0.7740366,-0.1382378,-21.71034,-26.83404,-10.13919,-0.04356131,1.544756,-0.06642259,-24.74832,-6.614369,-4.512971,0.05472254,1.385014,-0.1597207,25.58228,-2.075135,-11.57992,0.1875498,1.259163,-0.1181186,-1.000538,20.52937,1.842724,0.240863,1.047551,-0.06205059,40.79327,-30.38502,-1.602178,0.2411215,0.8613807,0.05982938,-6.154917,-23.99293,15.00706
2280,-0.03037344,0.9369687,-0.1420998,-11.95708,1.019474,-5.397718,-0.1515217,0.7122505,-0.106498,21.82267,10.00645,8.297607,-0.2061856,0.3206724,-0.08766127,-14.88378,0.0007171699,0,-0.2534239,0.03465456,-0.06786735,-3.512403,-4.262619,-22.01485,0.05307256,0.7071792,-0.101642,16.97593,0.7271215,13.5549,0.03703132,0.3125055,-0.112783,-15.73761,0.01394042,-0.1008706,0.04148712,0.02707195,-0.1097993,8.305555,-7.416213,-9.93169,-0.03726929,1.242171,-0.1190239,-1.866135,1.992674,-0.8292154,-0.1367464,1.373882,-0.167818,-10.73268,0.3340031,17.60872,-0.2377391,1.236742,-0.1431561,-5.030184,6.440681,9.571233,-0.2731287,0.9900772,-0.1509272,13.00169,-4.310942,-4.702404,-0.325512,0.774997,-0.1412809,-21.4781,-27.71583,-10.35188,-0.03889198,1.544177,-0.06720268,-24.77946,-6.616493,-4.159112,0.05887998,1.383968,-0.1600367,25.55523,-1.838974,-11.63952,0.1926831,1.25853,-0.1171568,-0.7674484,21.6262,1.309067,0.2479786,1.047628,-0.06011384,40.79924,-30.27832,-1.506102,0.2485591,0.8607957,0.06078316,-7.203967,-23.33448,14.2242
2290,-0.02920589,0.9363664,-0.1426887,-11.96626,0.9811499,-5.543407,-0.1507722,0.711818,-0.1069654,22.01984,10.08765,8.950783,-0.2059027,0.3205574,-0.08761758,-15.17535,0.0006830189,0,-0.2529835,0.034527,-0.06817822,-3.531749,-4.375972,-22.63192,0.05401526,0.706458,-0.1009235,17.3608,0.8263368,13.67754,0.0375487,0.3123569,-0.1114288,-16.45164,0.008879246,-0.05934703,0.04149619,0.02707899,-0.1098114,8.619968,-7.541697,-9.938796,-0.03527744,1.24158,-0.1195018,-1.889066,1.78147,-1.098248,-0.1341475,1.373647,-0.1686541,-10.78137,0.2341457,17.59259,-0.2354262,1.236724,-0.1448041,-5.221497,6.335214,9.6467,-0.2707159,0.9901699,-0.1531605,13.23327,-4.558024,-4.769085,-0.3234605,0.775337,-0.1432939,-21.28059,-28.38877,-10.50124,-0.03612979,1.543575,-0.0675353,-24.76061,-6.55524,-3.812386,0.06161079,1.382995,-0.1600108,25.622,-1.703593,-11.61223,0.196391,1.257997,-0.1157515,-0.4338616,22.62272,0.6569139,0.2537279,1.047932,-0.05745593,40.85746,-30.11484,-1.378708,0.2548089,0.8604158,0.06231471,-8.660183,-22.56876,13.38402
2300,-0.02833989,0.935808,-0.1433531,-11.91292,0.8556588,-5.778045,-0.1505549,0.7116405,-0.1072937,22.24316,10.08294,9.540049,-0.2061828,0.320857,-0.0873615,-15.6525,0.0006420378,0,-0.2529895,0.03483951,-0.06859598,-3.414091,-4.574034,-23.28208,0.05459781,0.7057121,-0.1001355,17.67025,1.065373,13.87392,0.03792996,0.3122001,-0.1100279,-17.17658,0.004022982,-0.02797646,0.04149741,0.02708858,-0.1098158,8.925659,-7.697063,-9.955976,-0.03380758,1.241035,-0.1202034,-1.901457,1.678895,-1.298901,-0.1322685,1.373297,-0.1696518,-10.79003,0.2337905,17.58672,-0.233872,1.236599,-0.1466351,-5.470706,6.383405,9.759432,-0.2690913,0.9901997,-0.1555601,13.5394,-4.874638,-4.903407,-0.322251,0.7756724,-0.145083,-20.95372,-29.16886,-10.65174,-0.0342939,1.543023,-0.06816166,-24.74332,-6.564768,-3.559085,0.06365258,1.382174,-0.1603108,25.75165,-1.675206,-11.53282,0.1994251,1.257645,-0.1145694,-0.02797646,23.54176,-0.08123144,0.2588795,1.048565,-0.05473085,40.96378,-29.90559,-1.191897,0.2604732,0.8607284,0.06450526,-9.726274,-21.77884,12.70889
2310,-0.02898748,0.9353013,-0.1436856,-11.88646,0.8214327,-5.94122,-0.1524932,0.7116085,-0.1061621,22.96516,10.53478,11.25314,-0.209356,0.3223267,-0.08518767,-17.19819,0.0004576227,0,-0.2537978,0.03571302,-0.06963344,-4.093234,-4.822933,-26.50327,0.05407186,0.7051551,-0.09940933,17.9117,1.288734,14.12705,0.03788035,0.3120941,-0.1088766,-17.74754,0.006235963,-0.03956468,0.04147612,0.02710485,-0.1098171,9.104333,-7.887127,-10.05426,-0.03369397,1.240544,-0.1205695,-1.90084,1.480471,-1.646989,-0.1314131,1.373103,-0.1706016,-10.82062,0.2408188,17.53387,-0.2337393,1.23692,-0.1493119,-6.108815,6.582579,9.970642,-0.2689351,0.9909536,-0.1593476,14.34686,-5.620242,-5.420433,-0.3219735,0.7766325,-0.1475941,-20.8685,-29.84959,-10.71355,-0.03344078,1.542529,-0.06848317,-24.73549,-6.582732,-3.089208,0.06486063,1.381097,-0.1600313,26.02144,-1.60991,-11.35501,0.2026554,1.257673,-0.1110056,0.9561348,25.45541,-1.544859,0.2662614,1.050851,-0.04743524,41.19702,-29.58793,-0.1027921,0.2687548,0.8629358,0.07162146,-11.04689,-20.56506,11.87224
2320,-0.02978088,0.9350539,-0.1434471,-11.84982,0.8095482,-6.001198,-0.1538799,0.7115857,-0.1053592,23.2096,10.74465,11.8768,-0.211339,0.3229474,-0.08415926,-17.83518,0.0003278491,0,-0.2546732,0.03607661,-0.07003861,-4.429919,-4.897409,-28.00624,0.05344045,0.7049203,-0.09881199,17.95033,1.403413,14.21116,0.03768464,0.3120343,-0.1082992,-17.97247,0.007369774,-0.04845664,0.0414471,0.02710366,-0.1098073,9.174383,-8.00563,-10.08329,-0.03414316,1.240313,-0.1204665,-1.87899,1.388502,-1.798201,-0.1315196,1.372961,-0.1708169,-10.83031,0.2485164,17.48871,-0.2342849,1.237067,-0.1503916,-6.477112,6.750349,10.04424,-0.2695748,0.9913724,-0.1609353,14.80379,-6.054922,-5.758439,-0.3233897,0.7775958,-0.1475533,-20.13507,-30.94272,-10.82653,-0.03352755,1.542314,-0.06847201,-24.73372,-6.600982,-2.858006,0.06491993,1.380575,-0.1596923,26.15697,-1.576565,-11.27096,0.203765,1.257813,-0.1088487,1.542054,26.45975,-2.217858,0.2696377,1.052345,-0.04296295,41.26702,-29.37315,0.2027088,0.2733188,0.8642876,0.07551129,-12.69162,-19.82125,11.35872
